Subcategory,Audio Name,Questions,Concerns,Emotions,Preferences
Timeline,9b06d1e254f1afaafe9348e1102117a6.mp3,['How many years for completion of the project?'],"['Request for more information on the project and model flat', 'Concern about the completion timeline and construction progress']",['Interested in exploring the model flat and project location'],
Timeline,0db5ec5ba188d59ea5d0c2e4765417b6.mp3,"['When is the due date for the property?', 'Do you have a payment schedule available?', 'When will be the possession date of the property?', 'Is the handover process scheduled for December 26th?']",['Requesting for a cost breakup and payment schedule'],['Seems interested in understanding the payment schedule and possession date'],
Timeline,05ffc24e7a9065de437e8804399817c2.mp3,['When will the project be handed over?'],['Confirmation on the project handover date'],['The customer seems interested in the project details and pricing'],['Requested more details about the project handover timeline']
Timeline,6bcaa1d5be01cb86f07590ccb996179r.mp3,"['So it just started or currently 20 percent done?', 'Is the timeline okay with this?']","['Uncertainty about the timeline for purchasing', 'Concern about the completion status of the project']","['Curious about the progress of the project', 'Confusion regarding the timeline and availability']","['Interested in the availability and details of the units', 'Considering making a purchase after Diwali']"
Timeline,1683185024.2336428.mp3,"['What about road positioning?', 'What are our plans status of your construction?']","['Road construction and positioning.', 'Construction progress and completion timeline.', 'Budget constraints and financial implications.']","['Interest in the details of the property and surrounding developments.', 'Confusion regarding land acquisition and construction progress.']",['Preference for detailed information on construction status and available floors.']
Timeline,dc4c6da7e6b4ffb11d24ac9b273217ab.mp3,['Just tell me the date and time when are coming?'],['Customer concerns about the timing and availability for a visit to the project site.'],"[""There is a sense of urgency and uncertainty in the customer's tone when discussing timing for a site visit, indicating a level of eagerness mixed with a need for confirmation.""]",
Timeline,1688303734.1052694.mp3,['How much time is required for construction for different towers?'],,['There is a sense of anticipation and curiosity regarding the availability and features of the flats.'],
Timeline,b227196f1ef203f0138b2558d8af17cf.mp3,"['Can you share more details about the project from top to end?', 'At what time do you want to come tomorrow?']","['Need complete details about the project', 'Planning to take a loan for the apartment']","['Confused about the location and details of the project', 'Concerned about the size and details of the project', 'Excited about planning to take a loan and visit the site']",['Looking for a new construction project']
Timeline,1681191141.210732.mp3,['Right now what is a construct stage how much has been completed?'],,['Customer appears satisfied with the information provided about the construction progress and pricing details'],
Timeline,23d861525cc3cc4f89e0f53dfef3177k.mp3,"['How much is the budget required for the new project?', 'Can you give me details about the new project launch?']",['Need more time to think before making a decision.'],['The customer needs more time to consider the offer.'],['Customer prefers to take time to think before making a decision.']
